date,freq_008_vol_disagreement_score,freq_008_vol_disagreement_score_pct,freq_008_vol_disagreement_rank_change_20d,freq_008_vol_disagreement_flag,freq_007_vol_term_daily_stress_count,freq_007_vol_term_stress_persistence_5d,freq_007_vol_term_stress_persistence_20d,freq_007_vol_term_persistent_stress_flag,freq_010_safe_haven_confirmation_score,freq_010_rates_led_stress_flag,freq_010_riskoff_confirmation_flag,freq_010_safe_haven_rotation_state,freq_003_quiet_state,freq_003_false_calm_internal_deterioration_count,freq_003_false_calm_missing_component_count,freq_003_false_calm_confirmed_flag,freq_003_false_calm_possible_flag,freq_003_false_calm_unknown_due_to_missing_flag,freq_004_repair_episode_active,freq_004_repair_failure_pressure_count,freq_004_repair_episode_quality_score,freq_004_repair_relapse_flag
2005-05-05,0.5277777777777778,0.6746031746031746,-0.2103174603174602,0.0,,,,,2.0,0.0,1.0,treasury_and_defensive_bid,1.0,2.0,1.0,,1.0,1.0,1.0,3.0,-0.0294530073692249,1.0
2005-05-06,0.628968253968254,0.8333333333333334,0.0396825396825397,1.0,,,,,2.0,0.0,1.0,treasury_and_defensive_bid,1.0,2.0,1.0,,1.0,1.0,1.0,3.0,-0.0265710291596439,1.0
2005-05-09,0.6061507936507937,0.7936507936507936,0.0952380952380952,0.0,,,,,2.0,0.0,1.0,treasury_and_defensive_bid,1.0,2.0,1.0,,1.0,1.0,1.0,3.0,-0.021671776002844,1.0
2005-05-10,0.6865079365079365,0.9047619047619048,0.4126984126984127,1.0,,,,,2.0,0.0,1.0,treasury_and_defensive_bid,1.0,2.0,1.0,,1.0,1.0,1.0,3.0,-0.0291641701277187,1.0
2005-05-11,0.5674603174603174,0.7341269841269841,-0.1071428571428572,0.0,,,,,2.0,0.0,1.0,treasury_and_defensive_bid,1.0,2.0,1.0,,1.0,1.0,1.0,2.0,-0.0039776944277665,1.0
2005-05-12,0.5724206349206349,0.7380952380952381,0.0436507936507937,0.0,,,,,2.0,0.0,1.0,treasury_and_defensive_bid,1.0,2.0,1.0,,1.0,1.0,1.0,2.0,-0.0068592205218086,1.0
2005-05-13,0.5902777777777778,0.7738095238095238,0.1269841269841269,0.0,,,,,2.0,0.0,1.0,treasury_and_defensive_bid,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
2005-05-16,0.5783730158730159,0.7420634920634921,0.1587301587301587,0.0,,,,,2.0,0.0,1.0,treasury_and_defensive_bid,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
2005-05-17,0.5555555555555556,0.6904761904761905,0.1349206349206348,0.0,,,,,2.0,0.0,1.0,treasury_and_defensive_bid,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
2005-05-18,0.5327380952380952,0.6507936507936508,0.0158730158730159,0.0,,,,,2.0,0.0,1.0,treasury_and_defensive_bid,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
2005-05-19,0.8392857142857142,0.9642857142857144,0.0555555555555555,1.0,,,,,2.0,0.0,1.0,treasury_and_defensive_bid,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
2005-05-20,0.9394841269841272,1.0,0.0357142857142857,1.0,,,,,2.0,0.0,1.0,treasury_and_defensive_bid,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
2005-05-23,0.935515873015873,0.996031746031746,0.0317460317460317,1.0,,,,,2.0,0.0,1.0,treasury_and_defensive_bid,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
2005-05-24,0.9702380952380952,1.0,0.0357142857142857,1.0,,,,,2.0,0.0,1.0,treasury_and_defensive_bid,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
2005-05-25,0.9543650793650792,0.996031746031746,0.1388888888888889,1.0,,,,,2.0,0.0,1.0,treasury_and_defensive_bid,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
2005-05-26,0.9692460317460316,0.996031746031746,0.0952380952380952,1.0,,,,,2.0,0.0,1.0,treasury_and_defensive_bid,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
2005-05-27,0.9533730158730158,0.988095238095238,0.1507936507936508,1.0,,,,,2.0,0.0,1.0,treasury_and_defensive_bid,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
2005-05-31,0.9583333333333331,0.992063492063492,0.3095238095238095,1.0,,,,,2.0,0.0,1.0,treasury_and_defensive_bid,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
2005-06-01,0.9146825396825398,0.9682539682539684,0.2777777777777778,1.0,,,,,2.0,0.0,1.0,treasury_and_defensive_bid,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
2005-06-02,0.941468253968254,0.98015873015873,0.0833333333333332,1.0,,,,,2.0,0.0,1.0,treasury_and_defensive_bid,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
2005-06-03,0.8214285714285714,0.9325396825396826,0.2579365079365079,1.0,,,,,2.0,0.0,1.0,treasury_and_defensive_bid,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
2005-06-06,0.8204365079365079,0.9285714285714286,0.0952380952380952,1.0,,,,,2.0,0.0,1.0,treasury_and_defensive_bid,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
2005-06-07,0.7847222222222222,0.9126984126984128,0.119047619047619,1.0,,,,,2.0,0.0,1.0,treasury_and_defensive_bid,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
2005-06-08,0.8075396825396824,0.9206349206349206,0.0158730158730158,1.0,,,,,2.0,0.0,1.0,treasury_and_defensive_bid,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
2005-06-09,0.7757936507936508,0.9047619047619048,0.1706349206349207,1.0,,,,,2.0,0.0,1.0,treasury_and_defensive_bid,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
2005-06-10,0.7073412698412698,0.876984126984127,0.1388888888888888,1.0,,,,,2.0,0.0,1.0,treasury_and_defensive_bid,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
2005-06-13,0.6765873015873016,0.8571428571428571,0.0833333333333332,1.0,,,,,2.0,0.0,1.0,treasury_and_defensive_bid,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
2005-06-14,0.6845238095238095,0.8571428571428571,0.115079365079365,1.0,,,,,2.0,0.0,1.0,treasury_and_defensive_bid,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
2005-06-15,0.7212301587301587,0.8849206349206349,0.1944444444444444,1.0,,,,,2.0,0.0,1.0,treasury_and_defensive_bid,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
2005-06-16,0.753968253968254,0.8968253968253969,0.246031746031746,1.0,,,,,2.0,0.0,1.0,treasury_and_defensive_bid,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
2005-06-17,0.8809523809523809,0.9563492063492064,-0.0079365079365079,1.0,,,,,2.0,0.0,1.0,treasury_and_defensive_bid,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
2005-06-20,0.8779761904761905,0.9523809523809524,-0.0476190476190476,1.0,,,,,2.0,0.0,1.0,treasury_and_defensive_bid,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
2005-06-21,0.9434523809523808,0.98015873015873,-0.0158730158730159,1.0,,,,,2.0,0.0,1.0,treasury_and_defensive_bid,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
2005-06-22,0.906746031746032,0.9563492063492064,-0.0436507936507936,1.0,,,,,2.0,0.0,1.0,treasury_and_defensive_bid,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
2005-06-23,0.8710317460317459,0.9365079365079364,-0.0595238095238095,1.0,,,,,2.0,0.0,1.0,treasury_and_defensive_bid,1.0,2.0,1.0,,1.0,1.0,0.0,0.0,,0.0
2005-06-24,0.8670634920634921,0.9285714285714286,-0.0674603174603174,1.0,,,,,2.0,0.0,1.0,treasury_and_defensive_bid,1.0,2.0,1.0,,1.0,1.0,0.0,0.0,,0.0
2005-06-27,0.878968253968254,0.9444444444444444,-0.0436507936507937,1.0,,,,,2.0,0.0,1.0,treasury_and_defensive_bid,1.0,2.0,1.0,,1.0,1.0,0.0,0.0,,0.0
2005-06-28,0.7926587301587301,0.8849206349206349,-0.1071428571428572,1.0,,,,,2.0,0.0,1.0,treasury_and_defensive_bid,1.0,2.0,1.0,,1.0,1.0,0.0,0.0,,0.0
2005-06-29,0.8482142857142857,0.9166666666666666,-0.0515873015873016,1.0,,,,,2.0,0.0,1.0,treasury_and_defensive_bid,1.0,2.0,1.0,,1.0,1.0,0.0,0.0,,0.0
2005-06-30,0.8849206349206349,0.9484126984126984,-0.0317460317460317,1.0,,,,,2.0,0.0,1.0,treasury_and_defensive_bid,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,,0.0
2005-07-01,0.888888888888889,0.9523809523809524,0.0198412698412697,1.0,,,,,2.0,0.0,1.0,treasury_and_defensive_bid,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,,0.0
2005-07-05,0.7896825396825397,0.8650793650793651,-0.0634920634920634,1.0,,,,,2.0,0.0,1.0,treasury_and_defensive_bid,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
2005-07-06,0.8154761904761905,0.8849206349206349,-0.0277777777777777,1.0,,,,,2.0,0.0,1.0,treasury_and_defensive_bid,1.0,2.0,1.0,,1.0,1.0,0.0,0.0,,0.0
2005-07-07,0.7857142857142857,0.8571428571428571,-0.0634920634920634,1.0,,,,,2.0,0.0,1.0,treasury_and_defensive_bid,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
2005-07-08,0.6517857142857142,0.7420634920634921,-0.1626984126984126,0.0,,,,,2.0,0.0,1.0,treasury_and_defensive_bid,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
2005-07-11,0.6071428571428572,0.6825396825396826,-0.1944444444444444,0.0,,,,,2.0,0.0,1.0,treasury_and_defensive_bid,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
2005-07-12,0.5317460317460317,0.5595238095238095,-0.2976190476190475,0.0,,,,,2.0,0.0,1.0,treasury_and_defensive_bid,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
2005-07-13,0.4642857142857143,0.4523809523809524,-0.4047619047619047,0.0,,,,,2.0,0.0,1.0,treasury_and_defensive_bid,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
2005-07-14,0.5238095238095238,0.5436507936507936,-0.3412698412698413,0.0,,,,,2.0,0.0,1.0,treasury_and_defensive_bid,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
2005-07-15,0.6418650793650793,0.7301587301587301,-0.1666666666666667,0.0,,,,,2.0,0.0,1.0,treasury_and_defensive_bid,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
2005-07-18,0.5327380952380952,0.5595238095238095,-0.3968253968253968,0.0,,,,,2.0,0.0,1.0,treasury_and_defensive_bid,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
2005-07-19,0.4831349206349206,0.4642857142857143,-0.488095238095238,0.0,,,,,2.0,0.0,1.0,treasury_and_defensive_bid,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
2005-07-20,0.4821428571428571,0.4603174603174603,-0.5198412698412698,0.0,,,,,2.0,0.0,1.0,treasury_and_defensive_bid,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
2005-07-21,0.4642857142857143,0.4365079365079365,-0.5198412698412699,0.0,,,,,2.0,0.0,1.0,mixed_defensive_rates_stress,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
2005-07-22,0.6815476190476191,0.7896825396825397,-0.1468253968253968,0.0,,,,,2.0,0.0,1.0,mixed_defensive_rates_stress,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
2005-07-25,0.7579365079365079,0.8412698412698413,-0.0873015873015873,1.0,,,,,1.0,1.0,0.0,rates_led_stress,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
2005-07-26,0.7748015873015872,0.8452380952380952,-0.0992063492063491,1.0,,,,,2.0,0.0,1.0,mixed_defensive_rates_stress,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
2005-07-27,0.7688492063492064,0.8373015873015873,-0.0476190476190475,1.0,,,,,2.0,0.0,1.0,mixed_defensive_rates_stress,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
2005-07-28,0.8283730158730159,0.8968253968253969,-0.0198412698412697,1.0,,,,,2.0,0.0,1.0,treasury_and_defensive_bid,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
2005-07-29,0.7281746031746031,0.8174603174603174,-0.1309523809523809,1.0,,,,,2.0,0.0,1.0,mixed_defensive_rates_stress,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
2005-08-01,0.7748015873015873,0.8412698412698413,-0.111111111111111,1.0,,,,,2.0,0.0,1.0,mixed_defensive_rates_stress,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
2005-08-02,0.7936507936507937,0.8690476190476191,0.0039682539682539,1.0,,,,,2.0,0.0,1.0,treasury_and_defensive_bid,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
2005-08-03,0.8273809523809524,0.8928571428571429,0.007936507936508,1.0,,,,,2.0,0.0,1.0,treasury_and_defensive_bid,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
2005-08-04,0.6309523809523809,0.6825396825396826,-0.1746031746031745,0.0,,,,,2.0,0.0,1.0,mixed_defensive_rates_stress,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
2005-08-05,0.6636904761904762,0.7222222222222222,-0.0198412698412698,0.0,,,,,2.0,0.0,1.0,mixed_defensive_rates_stress,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
2005-08-08,0.6458333333333334,0.6944444444444444,0.0119047619047618,0.0,,,,,2.0,0.0,1.0,mixed_defensive_rates_stress,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
2005-08-09,0.6607142857142857,0.7142857142857143,0.1547619047619047,0.0,,,,,2.0,0.0,1.0,mixed_defensive_rates_stress,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
2005-08-10,0.5625,0.5436507936507936,0.0912698412698412,0.0,,,,,2.0,0.0,1.0,treasury_and_defensive_bid,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
2005-08-11,0.6091269841269841,0.626984126984127,0.0833333333333333,0.0,,,,,2.0,0.0,1.0,treasury_and_defensive_bid,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
2005-08-12,0.6101190476190477,0.626984126984127,-0.1031746031746031,0.0,,,,,2.0,0.0,1.0,treasury_and_defensive_bid,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
2005-08-15,0.6339285714285714,0.6706349206349206,0.111111111111111,0.0,,,,,2.0,0.0,1.0,treasury_and_defensive_bid,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
2005-08-16,0.5714285714285714,0.5515873015873016,0.0873015873015873,0.0,,,,,2.0,0.0,1.0,treasury_and_defensive_bid,1.0,2.0,1.0,,1.0,1.0,0.0,0.0,,0.0
2005-08-17,0.6369047619047619,0.6785714285714286,0.2182539682539683,0.0,,,,,2.0,0.0,1.0,treasury_and_defensive_bid,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
2005-08-18,0.5982142857142857,0.5952380952380952,0.1587301587301587,0.0,,,,,2.0,0.0,1.0,treasury_and_defensive_bid,1.0,2.0,1.0,,1.0,1.0,0.0,0.0,,0.0
2005-08-19,0.5595238095238095,0.5119047619047619,-0.2777777777777778,0.0,,,,,2.0,0.0,1.0,treasury_and_defensive_bid,1.0,2.0,1.0,,1.0,1.0,0.0,0.0,,0.0
2005-08-22,0.5625,0.5198412698412699,-0.3214285714285714,0.0,,,,,2.0,0.0,1.0,treasury_and_defensive_bid,1.0,2.0,1.0,,1.0,1.0,0.0,0.0,,0.0
2005-08-23,0.5476190476190477,0.4880952380952381,-0.3571428571428571,0.0,,,,,2.0,0.0,1.0,treasury_and_defensive_bid,1.0,2.0,1.0,,1.0,1.0,0.0,0.0,,0.0
2005-08-24,0.5486111111111112,0.4880952380952381,-0.3492063492063492,0.0,,,,,2.0,0.0,1.0,treasury_and_defensive_bid,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,,0.0
2005-08-25,0.6279761904761905,0.6507936507936508,-0.246031746031746,0.0,,,,,2.0,0.0,1.0,treasury_and_defensive_bid,1.0,2.0,1.0,,1.0,1.0,0.0,0.0,,0.0
2005-08-26,0.6527777777777778,0.7063492063492064,-0.111111111111111,0.0,,,,,2.0,0.0,1.0,treasury_and_defensive_bid,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,,0.0
2005-08-29,0.5317460317460317,0.4484126984126984,-0.3928571428571428,0.0,,,,,2.0,0.0,1.0,treasury_and_defensive_bid,1.0,2.0,1.0,,1.0,1.0,0.0,0.0,,0.0
2005-08-30,0.8184523809523809,0.876984126984127,0.0079365079365079,1.0,,,,,2.0,0.0,1.0,treasury_and_defensive_bid,1.0,2.0,1.0,,1.0,1.0,0.0,0.0,,0.0
2005-08-31,0.6984126984126985,0.7738095238095238,-0.119047619047619,0.0,,,,,2.0,0.0,1.0,treasury_and_defensive_bid,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
2005-09-01,0.7609126984126984,0.8134920634920635,0.1309523809523809,1.0,,,,,2.0,0.0,1.0,treasury_and_defensive_bid,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
2005-09-02,0.7430555555555555,0.7976190476190477,0.0753968253968254,0.0,,,,,2.0,0.0,1.0,treasury_and_defensive_bid,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
2005-09-06,0.4424603174603174,0.2738095238095238,-0.4206349206349206,0.0,,,,,2.0,0.0,1.0,treasury_and_defensive_bid,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
2005-09-07,0.4692460317460317,0.3174603174603174,-0.3968253968253968,0.0,,,,,2.0,0.0,1.0,treasury_and_defensive_bid,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
2005-09-08,0.6190476190476191,0.6071428571428571,0.0634920634920634,0.0,,,,,2.0,0.0,1.0,treasury_and_defensive_bid,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
2005-09-09,0.5902777777777778,0.5595238095238095,-0.0674603174603174,0.0,,,,,2.0,0.0,1.0,treasury_and_defensive_bid,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
2005-09-12,0.5376984126984127,0.4404761904761904,-0.1865079365079365,0.0,,,,,2.0,0.0,1.0,treasury_and_defensive_bid,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
2005-09-13,0.6220238095238095,0.6071428571428571,-0.0634920634920634,0.0,,,,,2.0,0.0,1.0,treasury_and_defensive_bid,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
2005-09-14,0.6081349206349207,0.5793650793650794,0.0277777777777777,0.0,,,,,2.0,0.0,1.0,treasury_and_defensive_bid,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
2005-09-15,0.6388888888888888,0.6587301587301587,-0.0198412698412698,0.0,,,,,2.0,0.0,1.0,treasury_and_defensive_bid,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
2005-09-16,0.5803571428571428,0.5198412698412699,-0.0753968253968253,0.0,,,,,1.0,0.0,0.0,defensive_only_rotation,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
2005-09-19,0.6041666666666667,0.5674603174603174,0.0555555555555555,0.0,,,,,2.0,0.0,1.0,treasury_and_defensive_bid,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
2005-09-20,0.7073412698412698,0.7698412698412699,0.25,0.0,,,,,2.0,0.0,1.0,treasury_and_defensive_bid,1.0,2.0,1.0,,1.0,1.0,0.0,0.0,,0.0
2005-09-21,0.6170634920634921,0.5952380952380952,0.1071428571428571,0.0,,,,,2.0,0.0,1.0,treasury_and_defensive_bid,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,,0.0
2005-09-22,0.5932539682539683,0.5396825396825397,0.0515873015873015,0.0,,,,,2.0,0.0,1.0,treasury_and_defensive_bid,1.0,2.0,1.0,,1.0,1.0,0.0,0.0,,0.0
2005-09-23,0.6001984126984127,0.5476190476190477,-0.1031746031746031,0.0,,,,,1.0,0.0,0.0,defensive_only_rotation,1.0,2.0,1.0,,1.0,1.0,0.0,0.0,,0.0
2005-09-26,0.6527777777777778,0.6865079365079365,-0.0198412698412698,0.0,,,,,1.0,0.0,0.0,defensive_only_rotation,1.0,2.0,1.0,,1.0,1.0,0.0,0.0,,0.0
2005-09-27,0.699404761904762,0.7619047619047619,0.3134920634920634,0.0,,,,,1.0,0.0,0.0,defensive_only_rotation,1.0,2.0,1.0,,1.0,1.0,0.0,0.0,,0.0
2005-09-28,0.7490079365079365,0.8015873015873016,-0.0753968253968253,1.0,,,,,1.0,0.0,0.0,defensive_only_rotation,1.0,2.0,1.0,,1.0,1.0,0.0,0.0,,0.0
2005-09-29,0.4742063492063492,0.2896825396825397,-0.4841269841269841,0.0,,,,,1.0,0.0,0.0,mixed_defensive_rates_stress,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
2005-09-30,0.4831349206349207,0.3055555555555556,-0.5079365079365079,0.0,,,,,1.0,0.0,0.0,mixed_defensive_rates_stress,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
2005-10-03,0.4880952380952381,0.3095238095238095,-0.4880952380952381,0.0,,,,,1.0,0.0,0.0,mixed_defensive_rates_stress,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
2005-10-04,0.6359126984126984,0.6388888888888888,0.365079365079365,0.0,,,,,1.0,0.0,0.0,mixed_defensive_rates_stress,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
2005-10-05,0.5555555555555556,0.4246031746031746,0.1071428571428571,0.0,,,,,1.0,0.0,0.0,defensive_only_rotation,1.0,2.0,1.0,,1.0,1.0,0.0,0.0,,0.0
2005-10-06,0.4920634920634921,0.3055555555555556,-0.3015873015873015,0.0,,,,,1.0,0.0,0.0,defensive_only_rotation,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,,0.0
2005-10-07,0.496031746031746,0.3055555555555556,-0.2539682539682539,0.0,,,,,1.0,0.0,0.0,defensive_only_rotation,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,,0.0
2005-10-10,0.5307539682539683,0.369047619047619,-0.0714285714285714,0.0,,,,,1.0,0.0,0.0,defensive_only_rotation,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,,0.0
2005-10-11,0.5347222222222222,0.3928571428571428,-0.2142857142857142,0.0,,,,,1.0,0.0,0.0,mixed_defensive_rates_stress,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,,0.0
2005-10-12,0.5595238095238095,0.4365079365079365,-0.1428571428571429,0.0,,,,,1.0,0.0,0.0,mixed_defensive_rates_stress,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,,0.0
2005-10-13,0.4583333333333333,0.2222222222222222,-0.4365079365079365,0.0,,,,,1.0,0.0,0.0,mixed_defensive_rates_stress,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0
2005-10-14,0.4136904761904761,0.1587301587301587,-0.3611111111111111,0.0,,,,,1.0,0.0,0.0,defensive_only_rotation,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0
2005-10-17,0.4007936507936507,0.1388888888888889,-0.4285714285714285,0.0,,,,,1.0,0.0,0.0,mixed_defensive_rates_stress,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,,0.0
2005-10-18,0.4216269841269841,0.1706349206349206,-0.5992063492063493,0.0,,,,,1.0,0.0,0.0,defensive_only_rotation,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,,0.0
2005-10-19,0.3720238095238096,0.1111111111111111,-0.4841269841269841,0.0,,,,,1.0,0.0,0.0,mixed_defensive_rates_stress,1.0,2.0,1.0,,1.0,1.0,0.0,0.0,,0.0
2005-10-20,0.492063492063492,0.2857142857142857,-0.2539682539682539,0.0,,,,,1.0,0.0,0.0,mixed_defensive_rates_stress,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,,0.0
2005-10-21,0.5128968253968254,0.3253968253968254,-0.2222222222222222,0.0,,,,,1.0,0.0,0.0,defensive_only_rotation,1.0,2.0,1.0,,1.0,1.0,0.0,0.0,,0.0
2005-10-24,0.619047619047619,0.5833333333333334,-0.1031746031746031,0.0,,,,,1.0,0.0,0.0,defensive_only_rotation,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
2005-10-25,0.6121031746031746,0.5674603174603174,-0.1944444444444444,0.0,,,,,1.0,0.0,0.0,defensive_only_rotation,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
2005-10-26,0.5763888888888888,0.4722222222222222,-0.3293650793650794,0.0,,,,,1.0,0.0,0.0,mixed_defensive_rates_stress,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2005-10-27,0.699404761904762,0.7579365079365079,0.4682539682539682,0.0,,,,,1.0,0.0,0.0,mixed_defensive_rates_stress,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0
2005-10-28,0.6061507936507937,0.5396825396825397,0.234126984126984,0.0,,,,,1.0,0.0,0.0,defensive_only_rotation,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0
2005-10-31,0.753968253968254,0.8055555555555556,0.496031746031746,1.0,,,,,1.0,0.0,0.0,defensive_only_rotation,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2005-11-01,0.746031746031746,0.7896825396825397,0.1507936507936508,0.0,,,,,1.0,0.0,0.0,defensive_only_rotation,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2005-11-02,0.6944444444444444,0.7341269841269841,0.3095238095238095,0.0,,,,,1.0,0.0,0.0,mixed_defensive_rates_stress,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2005-11-03,0.6369047619047619,0.626984126984127,0.3214285714285714,0.0,,,,,1.0,0.0,0.0,mixed_defensive_rates_stress,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
2005-11-04,0.6726190476190476,0.6944444444444444,0.3888888888888888,0.0,,,,,1.0,0.0,0.0,mixed_defensive_rates_stress,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
2005-11-07,0.574404761904762,0.4365079365079365,0.0674603174603174,0.0,,,,,1.0,0.0,0.0,mixed_defensive_rates_stress,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
2005-11-08,0.5337301587301587,0.3452380952380952,-0.0476190476190476,0.0,,,,,1.0,0.0,0.0,defensive_only_rotation,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
